transaction_id,label,campaign_id,timestamp,merchant_id,card_fingerprint,bin,amount,device_fingerprint,ip_signature,auth_outcome
a347bcd2-2786-40bc-9cd7-0fe0442a1962,0,,2026-08-26 00:01:02.999869,M0004,39e95ea7ab1b6367,400149,50.15,9a9024e00f185658,562144aeb7ac639f,approved
9f1d4530-8fde-40c7-abf9-b4f550ffdd45,0,,2026-08-26 00:01:07.727365,M0308,bd1853723f33aba2,494800,503.28,602ec3243cbd7482,c47a93e9e117f26d,approved
baaf799d-897c-4c98-aeb4-e672b26ed71a,0,,2026-08-26 00:01:08.402255,M0324,5281ef1376efbe2b,429184,302.72,c31ea024b7dccbde,a0088e67b95d4802,approved
c6102e04-5245-4c1f-a771-4964913a3121,0,,2026-08-26 00:01:10.133989,M0349,0c7d1796480737f9,436579,165.64,5807238358a22c98,9a78f465ef75ec1c,approved
380a8d13-43c3-4dd9-bfd5-f2b512cc4a21,0,,2026-08-26 00:01:15.198950,M0102,115441d6a027a167,482694,388.02,880b19ed7d4dd938,4e88130aca18020f,approved
08fe8bb9-2b7c-4bbb-a1c7-babf86927337,0,,2026-08-26 00:01:15.670169,M0173,1637c05b8b593675,430029,8284.17,6c0adcc7e0ddcd7b,e8f8fcad9c59ec75,approved
effceac1-9a6b-4506-92bf-ce0303cff9d9,0,,2026-08-26 00:01:15.905686,M0399,7d4834eadcc9dc72,499471,225.55,3d200ee6cbb9ef4c,e4a305bafbeba4fd,approved
143da1ff-1b3d-4186-bba9-991045bf5a99,0,,2026-08-26 00:01:16.459113,M0363,11c5973a72b074ca,411390,128.7,9df2880f6bd63955,00d019731dced33d,approved
cf5cc00b-8d29-47b0-b3a3-ed590358b318,0,,2026-08-26 00:01:19.627346,M0030,8239962a5b81ae4f,559014,553.87,6d54482b1812d03f,1c8f2182b6b08d8e,approved
46aaee7b-a92e-4f31-9010-c57c98818fff,0,,2026-08-26 00:01:23.851455,M0286,7ae1456cd11473d7,427894,996.56,0fa031332e4fef21,90f3224419412658,approved
9e568c4b-a21a-4999-bc81-7029e1473f93,0,,2026-08-26 00:01:24.274892,M0337,db70e45a8a3c43e2,461024,1522.18,3099c6116aeb1021,d96657cf67e46dab,approved
bdc24cf0-cc4e-49ae-9577-02098ee068a8,0,,2026-08-26 00:01:25.780977,M0387,6f19f84dcf103db7,498019,496.87,6c337d5aea70e809,ef60049c4d21e533,approved
8d2ef08f-132a-41ab-9da7-bf6b591aa2da,0,,2026-08-26 00:01:26.428632,M0371,a96db627024cb7af,559014,347.83,44620944b51ed21d,f6378787f26afc8e,approved
7da4090b-d400-4108-9ca1-e4dcac9fdb10,0,,2026-08-26 00:01:31.031561,M0114,89827d1eff46e008,401885,243.1,f3fe842298e31068,375a47836e96ec14,approved
42ee6834-628e-4c4e-8503-43ea65406edc,0,,2026-08-26 00:01:32.568930,M0134,78fa02b762414eba,505544,517.92,777f7cdcc34397ca,2391ca6f6cd3bd82,approved
00293300-70ca-4de3-a17c-26349be2a45d,0,,2026-08-26 00:01:33.959921,M0077,2a9fc20c623e2c68,472926,44.94,f561e0d70c72747f,4864cb840dc3acc7,approved
a9b19c16-5bad-4023-9193-88fe83d9706d,0,,2026-08-26 00:01:34.621833,M0374,0cc5b12211a70ede,460990,1404.36,bb0a015ad3cd8718,db5bbaf2f33e5b53,approved
e189d858-3f1c-4fa8-b355-b01685cba8b5,0,,2026-08-26 00:01:42.670049,M0217,23e86d49ae99cc06,492876,328.62,1d0c3001e30cb7fb,7df084ad84ecc743,approved
aff0bbb9-d75d-4072-a022-8d8b871ab784,0,,2026-08-26 00:01:42.979563,M0304,f1d0b7ecbd36513c,538326,879.13,bf71629b655508c2,8e184e13ab0b9fc9,declined
ab2ea463-3650-4396-8aec-88381a9e06f5,0,,2026-08-26 00:01:53.185925,M0309,3993fe9422b5fa56,432722,1606.31,cecbbd9ad1af003f,352985397fe8d518,approved
49dbd9d2-c0ea-406f-90c5-63074a71655b,0,,2026-08-26 00:01:53.340831,M0088,e4bb850e5475d518,417350,2385.69,0023e0931ca295de,49b1dcc20f685a47,approved
3ec96f34-ed20-4025-8094-cc57445ca737,0,,2026-08-26 00:01:53.483890,M0366,c13ef678983104f2,472926,182.68,8b7753661fc3e39e,5d8fcdb18f1ef575,approved
9fbbceca-4c2e-4bd6-b36a-922b2027e59b,0,,2026-08-26 00:01:54.765579,M0377,11247b23d5f4cfaf,509974,76.39,9486c7114be87eb5,ac626b9cf027cd4a,approved
78a6721f-372b-4df0-a9f2-4dba13fcf494,0,,2026-08-26 00:02:10.782134,M0065,c7d9acc028efb6f6,495153,197.28,003f4e9657d32ec9,8bf45bedb346aa75,approved
0664e490-ed50-4568-ac9b-d131d79c13c8,0,,2026-08-26 00:02:13.323402,M0229,5f7bcda138b8b63c,516164,296.14,a3f68de0b658fe04,2618a656bb1c0598,approved
eaa97f97-25ac-46da-bae8-7a4a1b95b891,0,,2026-08-26 00:02:15.182335,M0137,ef4aa414d8638aa7,400149,520.74,723d415a3eafa0ba,d6542e7c1a66fe64,approved
826dc802-816f-446b-9586-da47d8ffe79f,0,,2026-08-26 00:02:15.877806,M0353,76aac509be6e0d3f,465183,142.45,2dda0b28f8fb6a86,3d1de4e57b2ccbae,approved
b5d4c75f-38ae-470b-88e5-d6a066554bc5,0,,2026-08-26 00:02:21.028693,M0386,529b34a697cce530,419761,68.53,4d6d97ce0f631f6b,2523e8abaa1b6f14,approved
041f9c83-6cba-42f4-99ea-a915d26e588a,0,,2026-08-26 00:02:23.208042,M0023,b051c107066a8d91,499471,201.82,103466cf16e52a8d,2b7965cb5c8661cd,approved
d902236a-d627-4f2d-b743-ce287276166b,0,,2026-08-26 00:02:24.257231,M0100,56a9d2fcd3b3a53b,425353,48.25,67f392945b88bc90,dc23e91aeba17633,approved
329d80d1-d5ab-46ef-8c18-e2c257de2040,0,,2026-08-26 00:02:30.235500,M0397,27c8bec4ad89c87f,521275,500.41,30b727325ddd76b0,187649ac6e41ea8e,approved
9743845f-cfc4-43fb-8c14-c8cf5dda9d99,0,,2026-08-26 00:02:51.288996,M0289,ce5b613eeb63fdc5,450224,285.2,6f825a181476d805,20084580fd768e60,approved
204d5bd4-3e8e-41ec-a015-501877c2b6d4,0,,2026-08-26 00:02:55.696825,M0382,d955ddff564aabe1,545024,1226.45,a06066a5fc4df7dc,89241ab36598175b,approved
d4e70c35-a104-42ed-9bc9-61c958179fc9,0,,2026-08-26 00:02:57.368431,M0014,401b14b939ae44ac,424561,825.16,3c5cec7c36259070,77779e3025aaa128,approved
ae60ac67-39ec-40a2-91aa-e2c58bb23c45,0,,2026-08-26 00:02:59.925837,M0265,16f1983b81d1bd58,486619,365.36,a6a7ca068c0615ae,0d49d2ea65988249,declined
ca07a778-079d-4e2e-a2f2-964f2dc86ee4,0,,2026-08-26 00:03:02.791316,M0239,24eb43d9e2f3b016,520435,139.36,4d3f1d699fe1a4b1,0952385a5817fa51,approved
113cad79-e479-4bf2-8dd5-d3167793bf84,0,,2026-08-26 00:03:06.656215,M0142,8048262ae3defaf5,443287,96.3,04df77279c728a42,12de869b740fca26,approved
9c92ff84-9e8b-4d76-983b-62d1fa0ec513,0,,2026-08-26 00:03:06.997433,M0286,6186bfdf486430db,516164,206.62,b5e6c7ce3fc8153e,20d3ef1ea3749fbc,approved
14f97472-4aa6-4e1f-bba6-9a5e00e3cd3a,0,,2026-08-26 00:03:13.651951,M0309,64b0e41b9e79f120,424312,127.05,ef52dd0f9ba6b790,c07f103165cb8ea6,approved
769f4ee1-d721-4bda-8c22-7acc09fedbb6,0,,2026-08-26 00:03:15.434072,M0175,2c34f110d7a2542d,452143,8452.77,24a6ed76bf2adad3,b8f3cbf8f51b8696,approved
e2637481-ef3c-499b-9619-3d57a0f27db3,0,,2026-08-26 00:03:17.492750,M0387,a93d688d6c411f86,429184,959.24,0678c98c7c066a4f,ad77a4a3bec14dff,approved
801f01c4-a74f-4707-88ce-39d74c879bd8,0,,2026-08-26 00:03:17.762267,M0268,06af370d87d67bd3,418610,958.47,bf91cb64368258bc,340841535762c2cb,approved
e029fbac-29a3-4c98-8235-af4a49cbe28a,0,,2026-08-26 00:03:18.788438,M0339,581ae2f78b947d4f,429242,273.21,cd55327e9f4c490c,0e5f18f9a81a5089,approved
868614c5-22c9-4eb5-b358-9ec409489e16,0,,2026-08-26 00:03:24.623493,M0397,3cdcb15bb55e9d5a,455307,211.1,a25b618a52e161f1,21798761c62440d8,declined
ee65ffa2-f233-4d25-8a93-0deb0f0060f0,0,,2026-08-26 00:03:31.083510,M0135,d87fa481888769bd,459742,106.13,d466697ac127ffbf,5abfb634f00b0b6e,approved
0763dfaa-c94d-4d29-ba6a-cf7118b29ecd,0,,2026-08-26 00:03:37.002296,M0210,4c164f1ceb5aaee5,546001,1768.23,420f10d1b6325e5f,d5a590c4e6f38dd9,approved
fffdc8dd-6f6f-4b2f-9fcd-57b67e1e6980,0,,2026-08-26 00:03:47.361104,M0023,c7ed115b68f291ba,464196,9080.97,d8e95f2f8ad5dace,5319f4ce5528f0ad,approved
3521e550-38d5-45ff-ae91-0185f09f196b,0,,2026-08-26 00:03:48.738010,M0390,93a812212929774a,557815,91.99,32ad5d5f9f92f5cb,dda9db483f93b37f,approved
965bb463-2634-4fa1-a72c-a876db74d75a,0,,2026-08-26 00:03:51.626878,M0225,421070502ca098ed,523987,55.8,c2c0b7c651ca5b35,fdaea7a66aedbb22,approved
5ea2e707-3bcb-4a84-9940-1eb1848830f5,0,,2026-08-26 00:03:53.391206,M0033,84fae857da63b111,541356,465.76,0eabff62b4846d25,e3055b912bba7d8d,approved
983bac43-5b17-4a92-8ad9-76a0e72c4557,0,,2026-08-26 00:04:01.491849,M0343,fcab84320f8cab23,470765,76.13,a17a532c8acd27b3,4b920c4ca65b3fff,approved
5d4dcbbb-7f5b-4d1e-9d06-1803da601fc6,0,,2026-08-26 00:04:04.734878,M0131,7ac171b3f6dace2d,518354,59.9,25d3bb7583c70da2,d794032caba8cd5a,approved
9cb91760-965f-4bdf-a0d9-41082741d396,0,,2026-08-26 00:04:09.153353,M0250,34d954ae57b450ab,425353,257.55,30b727325ddd76b0,c2e840fdad578b57,approved
75f93393-46a1-436c-8581-e4562ca0c951,0,,2026-08-26 00:04:09.558427,M0271,55278bf38c08d66c,423831,147.22,ba24e66598d8465f,c102efaaaba94c30,approved
ed4ea8a4-1095-4e12-87d4-5ca3ada85e9e,0,,2026-08-26 00:04:11.626431,M0329,ba9dc370ab3b9f30,469483,73.37,9df37a4588e0ebb7,886371d3a34b8b02,declined
6b4f3984-0a39-43a0-8da9-7448dcb4af30,0,,2026-08-26 00:04:13.157452,M0297,080c188ed3ad0c11,455738,116.72,4b7146500d6b8017,44c2f32a80db3e7f,approved
c34bdb3f-6a9d-4603-b246-1320414d90c7,0,,2026-08-26 00:04:18.898658,M0381,cf81750ce46da09b,530870,55.05,22f73cbe89242eee,0f8332fa78883505,approved
ad46adb9-0662-4942-862f-9eeed48895a2,0,,2026-08-26 00:04:19.097504,M0279,54b0b0b9f4d83e63,523907,778.83,523f9d4ab4beff97,061c46b1c1ea8739,approved
39cba346-95b7-464d-b851-1c1e61e0edf5,0,,2026-08-26 00:04:19.190009,M0126,1d089a7d21e5c53a,504700,903.28,a427ca48745da3ed,cd77117ab9834c12,approved
8ef7c873-7fb3-4cd7-8de7-72a94a401bd5,0,,2026-08-26 00:04:25.714140,M0140,09ab88b930788cd7,523987,368.57,cb68b02014b32d44,b6b5b8f49dae334b,approved
392ebf63-1e21-4cde-ac48-79ac064d3c36,0,,2026-08-26 00:04:30.864995,M0063,04db5abc54f9fdb1,513971,175.0,dcf3e0956e2ea951,2c7411b91312c31a,approved
22dce077-595f-4612-b222-7e1b1b61b80c,0,,2026-08-26 00:04:33.594007,M0108,f776d5dfc1487af1,504593,178.77,1742133c188e8c54,6190ad0b7572d54b,approved
3d5fbcb6-8f8a-47a4-b980-659bc60e7f6c,0,,2026-08-26 00:04:36.036243,M0245,4493460295f6f1d9,412351,520.96,d0e76b4b3ef3325d,1f335a8df3cd7450,approved
cd9137dc-f525-4ed4-95ef-4b76585afbdf,0,,2026-08-26 00:04:36.698200,M0346,7b8445956f59ac66,488946,348.04,a8c74dbae97180d6,69db818526658631,approved
874bf966-cc69-474a-a487-dc4d73e6437c,0,,2026-08-26 00:04:38.328865,M0146,5415b942001c8e15,510666,58.99,674981c16d415055,c40e7248cb472281,approved
6e12e12b-033a-4fa1-8cbc-643485626d54,0,,2026-08-26 00:04:39.807173,M0375,c6e8a0980c8d4735,459742,628.57,fddc145ef0605cf9,73db5e64a34d75e1,approved
25b7a019-d3c5-4a49-b681-d1071e08fbe8,0,,2026-08-26 00:04:41.700529,M0340,154aa7f11c6e52d9,540584,112.29,96931103f4464bff,8e6dc2f16631fe6d,approved
5bbdc0ec-0f47-489b-a318-98f3aba421aa,0,,2026-08-26 00:04:43.373406,M0136,4410a107c800489f,520435,365.52,5ce9b09dc8cf7fb0,26778affd1f417e6,approved
0c66e86c-43f9-45da-9587-1e438e276b56,0,,2026-08-26 00:04:43.822242,M0373,0ac90d8918de7e7a,444862,461.23,764e081ef8f3b337,cb492470a793792c,approved
49adfacb-6cf9-42d4-bce0-99133f15edc8,0,,2026-08-26 00:04:45.976727,M0042,da9ccfa3357d69c9,498019,305.59,89faca0443e4ab57,d4c05ae2125b137a,approved
988b70a0-fa58-4fa7-b493-31fd165c2a08,0,,2026-08-26 00:04:46.452145,M0291,b38aab5e73de2bac,495638,410.85,985c8d894e126a71,54627bfc1aed7c6b,approved
483ad594-418e-4742-8ff2-6636de6fe2ee,0,,2026-08-26 00:04:48.978609,M0208,1fc23ebb92d3b983,485008,552.57,636d32fd7c2c11bf,52853f41a60d3c9f,approved
b1300616-58b1-499e-b851-d26518912f59,0,,2026-08-26 00:04:50.162035,M0118,c6c3ad0f9716d129,486619,161.05,9df13498734813b2,2a69a79d4bb99e60,approved
0926750b-1168-413e-aa98-e56dc483a51d,0,,2026-08-26 00:04:58.438793,M0395,b3479ce0f10dc217,476939,330.3,fa63ed397b01b572,122501e6c13b55c2,approved
0d6d42d7-ee59-4c39-985e-1bff127f3318,0,,2026-08-26 00:05:01.549648,M0173,6ed9265d7b148e07,549695,44.49,4175ef203f3513c7,1082de3154b663d6,approved
b869d216-0102-4d05-89e4-70fb5dc2425c,0,,2026-08-26 00:05:02.925574,M0227,3fb93c6a6f925413,506708,828.92,064b21904a35a568,fcb38b1d76b2ffd9,approved
7ba90a57-d163-4d98-aaac-23b7e069a7f8,0,,2026-08-26 00:05:10.319433,M0353,d49d93cbf2179cf0,530870,125.42,e4aee582a75aaffa,b75abd84633e0ef0,approved
5ef2eaaa-cfda-4a35-bb6c-0e0f860bb9c3,0,,2026-08-26 00:05:11.396879,M0046,1ff5957c0a1edf84,408234,286.8,12c2b5622e578bdc,25a9a77798b54495,approved
69d7a0cd-a328-47bb-9364-6310d017c281,0,,2026-08-26 00:05:11.876462,M0194,669c1c47399dff28,540021,66.83,126de5904fcc8477,334d295c1ba0c294,approved
ec4c9036-d142-4e63-8e9e-9c3edca7ff62,0,,2026-08-26 00:05:17.098676,M0332,83c89f52670982a7,408331,202.32,db6d2ded7b6e2cb0,515b62719fde81cd,declined
c6484214-d2a3-4a1b-a30c-2ace060088e1,0,,2026-08-26 00:05:17.304531,M0058,a75be1842e3d34c8,428644,247.83,0b1334a25544e90d,b919ed1297e5bc0f,approved
23e0e8d4-9ce5-4802-aabd-aa2a68b8d34b,0,,2026-08-26 00:05:22.586494,M0387,0f0c600a62f73d2f,486619,59.29,e5013eb7a31e9ec2,537fe4428b80e7d9,approved
0f2e339d-258e-4a01-bbf2-a6f69a1efe4c,0,,2026-08-26 00:05:24.047874,M0350,bd84e04ab42d70fa,542853,2490.96,bf648a3ca531a3af,b68947c7a8eff642,approved
448558cb-5035-48e6-bda0-200b6f27010c,0,,2026-08-26 00:05:31.396289,M0146,468a024ca1760b02,425409,331.12,9df2880f6bd63955,47100b1f34180c3c,approved
93eae25f-c33b-41f3-b0f2-39cd2308d4be,0,,2026-08-26 00:05:32.227499,M0205,3fe302d543633710,520285,469.25,4001a142d14e5f04,656913890c928c6a,approved
d1947db8-cd1d-49ce-80f3-304ba2603057,0,,2026-08-26 00:05:33.127515,M0341,539e9b8d872379aa,517757,521.24,50486f3481400813,ad1a3ad35ac66199,approved
37126e03-1576-4003-90d8-4dcfacfc87c6,0,,2026-08-26 00:05:35.920594,M0009,67a51d2ef6adc362,539029,58.92,beb8eb72b009d9a7,66691dc76536be83,declined
aec698d7-5e3a-4fd1-ae3d-3f31634a90d3,0,,2026-08-26 00:05:36.458621,M0070,31bfc7b8b810ea00,426868,75.9,1f990bce76870857,22c1ea3acc1b69a5,approved
7e6a9b39-a20d-4bdd-bfd6-8249be4abf38,0,,2026-08-26 00:05:39.016649,M0360,db57579e57f3a87a,441460,11.5,328a18ab167dcbe4,807e5bb9593855a7,approved
3d814512-0fb0-456a-8174-8df84e28ddcc,0,,2026-08-26 00:05:39.661843,M0228,7add0c0ea6a8f53f,522427,284.85,c7494dfa003f19ca,bc7bcb93a254a458,approved
55243ff1-7f6b-4e94-ba47-bb0796cd7ab3,0,,2026-08-26 00:05:45.101476,M0234,9998e375861d277d,520435,115.55,acbd1548c4986dec,639469270ff29120,declined
e81b5629-7d50-47ce-9422-aebf073c4321,0,,2026-08-26 00:05:48.702242,M0170,ba7627e802706a98,524592,440.65,62da4ba4b90ed606,b768e4a96dd55190,approved
7d9926ad-8c1e-4c07-8a6d-5bb87c445564,0,,2026-08-26 00:05:50.994982,M0374,0eb7084d9c14c99d,532475,62.0,2b9f02d06c6acb36,16eebcc05277294c,approved
516f65ec-aa67-4c61-81a6-b23c62c468aa,0,,2026-08-26 00:05:52.296624,M0364,3dcb7f74963cbab6,521275,116.69,1b5c113209bf41c6,2d303cc3f2ec1346,approved
a8082af6-0ef0-43b3-a6d6-27a2df2e51f0,0,,2026-08-26 00:05:58.877555,M0261,f30318133432a9dc,418717,973.62,195b751fac581d1d,81e72aa28bc993cc,approved
c77c4219-279f-4197-91aa-52a11890d6b9,0,,2026-08-26 00:06:00.019324,M0370,7d7276ac0fd18221,518940,12.65,60d28710375f4eb7,798d16f1fb173061,approved
65e2b390-ab89-40e8-894e-a3555bd2d601,0,,2026-08-26 00:06:00.993806,M0095,4384416fbecb7638,488946,141.93,0b261bc36e8dceda,cadcc7e905c02c8b,approved
bd8a4739-f47e-41a0-8702-c6f44be48fdc,0,,2026-08-26 00:06:01.099131,M0203,55bb5ec47d1a810f,440066,344.63,0103ad46977c5c3e,5ec29b03a7bf89c0,approved
d6d9ba7c-d4ac-4e2d-9946-9103e5b3badf,0,,2026-08-26 00:06:07.121047,M0002,151fdf6a1ab5211e,494800,1200.36,0331a9dcc3b8efdb,8c501e73a8070ccb,approved
41406200-77da-42c2-8e3d-6287d158e69c,0,,2026-08-26 00:06:09.215534,M0331,fef28f22cc804054,554221,114.89,6e75d05fd1c7b04a,c63fbffaf762c0fd,approved
33234400-94ae-411f-9e65-4dad9293a387,0,,2026-08-26 00:06:10.078369,M0278,5912ac83e2f392e5,545024,443.23,3243e26ab9230155,7bdffb831ee6f3c8,approved
e21827ce-e792-40c4-8cc7-c9272997695c,0,,2026-08-26 00:06:15.799957,M0327,05250788d273dbc3,406956,2383.26,b34f4c513562b750,1aee87b8178a74bd,approved
ddf281bb-c755-4079-8e41-a4ff7596b4aa,0,,2026-08-26 00:06:15.942488,M0354,7751439284f33922,428644,215.15,ca2d4116144b52a3,e7a73f27116e6c12,approved
00696b49-f465-4671-b977-42e672365603,0,,2026-08-26 00:06:19.329666,M0310,455accc721a65a7e,506708,109.53,21d5c86cd2981781,1c7ff8377be1c823,approved
68b042ce-b2ad-4557-a1f4-fcf72a5cea07,0,,2026-08-26 00:06:23.411824,M0380,21b6fc0e5a03db8c,458513,961.56,a4ce2c5fb844ff0f,01bfd751a283a968,approved
c4985e35-177a-4b88-86a4-7e069c96bf1a,0,,2026-08-26 00:06:26.689842,M0194,ae7d1656cbe19b35,558263,113.03,a5f0ee95d3be88a4,1fecd61a15d07bbe,declined
acfcda18-2402-425c-b1e9-87fd474c189b,0,,2026-08-26 00:06:27.917618,M0138,eb4a6db91e7842e4,413261,240.13,20a42b4e4f807bf3,f5455fb2ce222950,approved
81150a4a-1d79-424d-a0f6-a8d119f1dd9b,0,,2026-08-26 00:06:28.495375,M0276,4c48c908ad20854e,432722,1078.6,b02d724d92d5240f,7ea35d5bba9b4902,approved
342b1236-03ef-476f-b783-a2ba2103f14d,0,,2026-08-26 00:06:30.482364,M0050,f2ee055daafcb674,460323,321.68,cb7b16b1d2449d54,e0f36378887f6597,approved
5965bed6-72ee-4877-b2db-5ebfd16482dd,0,,2026-08-26 00:06:37.245187,M0268,90f5cb2dabef2668,456160,519.36,6b83eb7c0e18ab79,815ac69963915527,approved
9a2e5ca7-edc2-4c95-bda1-4e7d2a554da9,0,,2026-08-26 00:06:37.585064,M0290,7763aefcd26203f0,546001,297.54,3263ab2fa9644263,da1882043a7f8685,approved
a811b5ba-881f-4362-94e2-f51b6e482ec2,0,,2026-08-26 00:06:41.139514,M0144,a6298468cb207538,455521,640.81,6cb90b0b9ad439af,637c7b188b278419,approved
85ef1672-5dcf-4c55-8703-0cda4f8fc6dd,0,,2026-08-26 00:06:42.399708,M0005,538b80d4da226a15,462770,713.59,ff7d0c80fdc066aa,4dce6e5d7688c2e2,approved
96942d43-4990-405d-a944-a16eb903b8db,0,,2026-08-26 00:06:46.224565,M0145,c1927ce7995f720d,541356,45.99,f9ee6aefe9b7a805,f881ce93ed864947,declined
